,name,country,city,address,hotel.name,review,rating,impression,expectation,bert_impression
1765,Ramada Plaza By Wyndham Waikiki,US,Honolulu,1830 Ala Moana Blvd,Ramada Plaza By Wyndham Waikiki,"Has an unpleasant oldness smell that most unrefurbished american hotels have. That made me feel miserable and I slept pretty bad. Hope one day they fix it. Also, in the late evening I needed drinking water and there was only a vending maschine without clear...More",2,negative,negative,negative
1766,Ramada Plaza By Wyndham Waikiki,US,Honolulu,1830 Ala Moana Blvd,Ramada Plaza By Wyndham Waikiki,arrived very early and staff very helpful in giving me information on where to eat and places close to hotel that I could visit until I could check into my room,5,positive,positive,positive
1767,Ramada Plaza By Wyndham Waikiki,US,Honolulu,1830 Ala Moana Blvd,Ramada Plaza By Wyndham Waikiki,"We stayed here for 2 nights after a cruise. The reception and housekeeping staff are very friendly, responsive and knowledgeable, we were warmly welcomed and check-in for both our rooms was very quick and easy. The hotel is well situated close to the yacht basin...More",4,positive,positive,positive
1768,Ramada Plaza By Wyndham Waikiki,US,Honolulu,1830 Ala Moana Blvd,Ramada Plaza By Wyndham Waikiki,"Even though this hotel is located (north end of Waikiki) away from the hustle and bustle of central Waikiki, we found this a wonderful spot. Quieter, less congested and easy to walk to where you want along the beach. Hilton Hawaiian Village is across the...Mor",4,positive,positive,positive
1769,Ramada Plaza By Wyndham Waikiki,US,Honolulu,1830 Ala Moana Blvd,Ramada Plaza By Wyndham Waikiki,"First visit to Hawaii, hotel was within walking distance to the beach and the largest outdoor mall in the US. The closest food was a Chinese buffet and the people going there were smoking and blocking the entrance to the hotel which is why we...More",4,positive,negative,positive
1770,Chicago Marriott at Medical District/UIC,US,Chicago,625 South Ashland Avenue At Harrison Street,Chicago Marriott at Medical District/UIC,"The chicago Marriott across Ashland ave.t at Med District/UIC is a gem. Almost has the feel of a boutique hotel. Stylish and roomy, the excellent staff makes you feel right at home. Located in the near West, the hotel has a great location to take advantage of everything the downtown area has to offer. Best part, it is very reasonable for the quality making it worth it to cab or Uber to wherever you wan",5,positive,positive,positive
1771,Chicago Marriott at Medical District/UIC,US,Chicago,625 South Ashland Avenue At Harrison Street,Chicago Marriott at Medical District/UIC,"This hotel is located away from downtown, but can reached with a short taxi ride or the transit system. The rooms were nice and pleasant and very clean! The moment I arrived the staff was very courteous and kind and exceeded all my expectations. I arrived early and my bags were stored in a secure location by the staff so I could explore the city. Staff was very knowledgable about the city and area. The",5,positive,positive,positive
1772,Chicago Marriott at Medical District/UIC,US,Chicago,625 South Ashland Avenue At Harrison Street,Chicago Marriott at Medical District/UIC,"This Marriott is right across the street from Rush Medical Center, which is where I had scheduled knee replacement surgery. Many out of towners like myself, who are having surgery stay here, including the rich and famous. I had expected convenience but there was so much more. First, the food is remarkably good and the service was good as well. But what sets this place apart is the staff they are incred",5,positive,positive,positive
1773,Chicago Marriott at Medical District/UIC,US,Chicago,625 South Ashland Avenue At Harrison Street,Chicago Marriott at Medical District/UIC,"What an amazing staff and property. We had to make a last minute emergency medical trip to Chicago. Arrived early morning and went directly to the hospital. Nighttime came and we had no idea where to stay. Hospital staff said there was a Marriott directly across the street. We made an online reservation and showed up around midnight. The desk staff was terrific, the room was outstanding and they couldn",5,positive,positive,positive
1774,Chicago Marriott at Medical District/UIC,US,Chicago,625 South Ashland Avenue At Harrison Street,Chicago Marriott at Medical District/UIC,"This Marriott offers quite large rooms, good breakfast (which you can have in the garden) and helpful staff. The location is strange though - it is literally a medical district, so you are surrounded by hospitals, clinics, medical offices, but not much more. This can come handy if you suffer from sudden illnesses, otherwise it can be cumbersome. It' s a long trip to the nearest convenience store. I did",4,positive,positive,positive
1775,Chicago Marriott at Medical District/UIC,US,Chicago,625 South Ashland Avenue At Harrison Street,Chicago Marriott at Medical District/UIC,First impressions last forever. This was my first time staying at a Marriott hotel. I booked our room months in advance of our arrival date. Arrived at 4:10 p.m. and room was not ready. Took 3 people to confirm the room was NOT ready. Spent 12 mins waiting to get a room. No upgrade was offered or same style room we originally booked was offered. Was given a standard room with a 30.00 discount. The room,1,negative,negative,negative
1776,Chicago Marriott at Medical District/UIC,US,Chicago,625 South Ashland Avenue At Harrison Street,Chicago Marriott at Medical District/UIC,"Nice hotel, clean, great staff.Very friendly and knowledgeable about surrounding area.I cam for a work conf at the McCormick downtown. The show provided a shuttle from the hotel entrance right to McCormick place, so that is a big bonus, as I DO NOT like to drive around Chicago anywhere NEAR morning or afternoon rush. The valets were very nice and quick with your car, but 45 per night for parking seems ",4,positive,positive,positive
1777,Chicago Marriott at Medical District/UIC,US,Chicago,625 South Ashland Avenue At Harrison Street,Chicago Marriott at Medical District/UIC,"This place is a Marriott but I've stayed at Courtyards that were nicer than this dump. This place should be re-branded to a lower quality Marriott Property. When I see that a property is a Marriott (and not a Residence Inn, Fairfield, Courtyard, etc) I believe it is a NICE place with HIGH QUALITY standards. This property was not that.Room was okay. Nothing special. The room was overpriced by about doub",2,negative,neutral,neutral
1778,Chicago Marriott at Medical District/UIC,US,Chicago,625 South Ashland Avenue At Harrison Street,Chicago Marriott at Medical District/UIC,"Stayed here on business with the University of Illinois Medical Center. The negative of a hotel in the Medical District is the sirens. Lots of ambulances coming to the Medical Centers. That and the charge for internet access were the only negatives I experienced here, and I will admit that paying for internet access is a pet peeve of mine. The ambulances they have no control over. The hotel has a moder",5,positive,positive,positive
1779,Chicago Marriott at Medical District/UIC,US,Chicago,625 South Ashland Avenue At Harrison Street,Chicago Marriott at Medical District/UIC,The shuttle service is a good reason to stay here. But Big Karris is THE reason to use the shuttle. He grew up here and is the nicest shuttle driver in the world in the world! The hotel is very nice and everybody tried to make sure everything was perfect. Breakfast was fine. Would stay here again for either something at the United Center or Rush.,4,positive,positive,positive
1780,Chicago Marriott at Medical District/UIC,US,Chicago,625 South Ashland Avenue At Harrison Street,Chicago Marriott at Medical District/UIC,"We stayed at this hotel after a rock concert. I have to admit, I was not feeling very safe walking back to the hotel. The shuttle said they would pick us up, but after waiting 30 minutes, we decided to walk back. I was nervous.... The room was large and clean. The staff were friendly and helpful. I would stay here again, but I wouldn't be out walking around there after dark.",3,neutral,positive,positive
1781,Chicago Marriott at Medical District/UIC,US,Chicago,625 South Ashland Avenue At Harrison Street,Chicago Marriott at Medical District/UIC,"My husband and I along with our two children, 5 and 2, stayed here for a short weekend get away. It's very easy to get here by any mode of transportation. 10ish for a taxi from downtown, three blocks from pink line and four block to the bus that will take you to the museums. The neighborhood is quiet with great food just a couple blocks away. The front desk staff was great with directions and the shutt",5,positive,positive,positive
1782,Chicago Marriott at Medical District/UIC,US,Chicago,625 South Ashland Avenue At Harrison Street,Chicago Marriott at Medical District/UIC,I chose to stay here because I had a great flash offer for 3 nights- this was my first trip to Chicago. The hotel is welcoming and comfortable but I hate the fact that if you are not a member of their rewards program you have to pay extra for wifi. In room service- food was deliciious and promptly brought. Fitness centre is small but Ok- fresh fruit available here. Front office staff variable- many wer,4,positive,neutral,positive
1783,Chicago Marriott at Medical District/UIC,US,Chicago,625 South Ashland Avenue At Harrison Street,Chicago Marriott at Medical District/UIC,"Hotel staff was friendly upon checking in, Hotel provided short radius shuttle for shopping trips.. Hotel lacked indoor or outdoor pool, the rooms did not carry microwaves. Maid service was overly noisy during the weekend. Surrounding area was nice quiet and close to Little Italy. The attached restaurant Rooks corner I felt was overpriced but the food and the service for good.",4,positive,neutral,positive
1784,Chicago Marriott at Medical District/UIC,US,Chicago,625 South Ashland Avenue At Harrison Street,Chicago Marriott at Medical District/UIC,"This hotel does no disappoint! From the Front Desk, to Housekeeping, the Shuttle Driver to the Restaurant and Room, they exceed expectations. Not only was the room spotless, housekeeping met me in the hallway upon arrival to ask if they could do anything else! The Bartender is AWESOME - Jim creates his own mixes from scratch and crafts each cocktail individually, no fake stuff here, all done with a gre",5,positive,positive,positive
1785,Chicago Marriott at Medical District/UIC,US,Chicago,625 South Ashland Avenue At Harrison Street,Chicago Marriott at Medical District/UIC,I was having a knee replacement across the street at Rush Ortho so I stayed here for 2 nights. Great location...and the service is very good. Marriott just needs to spend some money updating. The breakfast buffet is very good...20.00. There are many good restaurants around this property.,3,neutral,positive,positive
1786,Chicago Marriott at Medical District/UIC,US,Chicago,625 South Ashland Avenue At Harrison Street,Chicago Marriott at Medical District/UIC,Stayed at the Marriott for one night to go to the United Center for the Mary J Blige Concert. The staff was amazing and very accommodating. We dined in the hotel and ate handcrafted burgers and fries that was very delicious.The most accommodating part of our stay was the shuttle to and from the United Center. The driver drove us directly to the entrance of the stadium. The concert let out at 12pm and t,5,positive,positive,positive
1787,Chicago Marriott at Medical District/UIC,US,Chicago,625 South Ashland Avenue At Harrison Street,Chicago Marriott at Medical District/UIC,"It is very close to the medical center and the UIC medical center. I walked from the hotel to the Greek neighborhood and it was just 25 minute walk. It is located close to the metro station.Rooms are spacious, clean, and the mattress was excellent. My only concern is the price, a little bit pricey.Marisa,Thank you for taking the time to give us feedback about your recent stay. ",4,positive,positive,positive
1788,Chicago Marriott at Medical District/UIC,US,Chicago,625 South Ashland Avenue At Harrison Street,Chicago Marriott at Medical District/UIC,"Honestly, it's probably isolated with a particular staff member but I am shocked. Front desk is typically your go to person for everything you need but during my stay this is an exception. It's so ridiculous I feel odd even writing this. I ordered a pizza which has nothing to do with the hotel but after an hour and a half I call the pizza place and they say it was left at the front desk because the hot",2,negative,negative,negative
1789,Chicago Marriott at Medical District/UIC,US,Chicago,625 South Ashland Avenue At Harrison Street,Chicago Marriott at Medical District/UIC,"For the second time in three months I booked a Marriott despite unfavorable Tripadvisor reviews and found the reviews to be wrong. This hotel had fantastic staff, a very good restaurant and room service, and the perfect location. Nice size rooms and bathroom. Good fitness area and a safe walking area. I walked all over the area day and night and felt safe. Taylor Street has great restaurants, it is Lit",4,positive,positive,positive
1790,Chicago Marriott at Medical District/UIC,US,Chicago,625 South Ashland Avenue At Harrison Street,Chicago Marriott at Medical District/UIC,"This hotel is in the hospital/UIC district of Chicago. It is convenient to medical offices, etc. and a short walk to restaurants. They have an in house restaurant as well, and a fitness center, business center and meeting rooms. The guest rooms are clean and comfortable and the staff is all very nice. The concierge lounge has breakfast, light evening foods and dessert. Its about 30 min drive downtown b",4,positive,positive,positive
1791,Chicago Marriott at Medical District/UIC,US,Chicago,625 South Ashland Avenue At Harrison Street,Chicago Marriott at Medical District/UIC,"I have stayed at this hotel before without any problems. I am a Marriott Platinum member, so I always get placed on the Concierge floor. This time the hotel checked me into Room 420 on the top floor. When it was time to go to bed, I found the bed to be HARD AS A ROCK. I was used to the luxurious Marriott Beds (they sell the mattresses), but this thing was impossible. It was late and I ended up sleeping",2,negative,negative,neutral
1792,Chicago Marriott at Medical District/UIC,US,Chicago,625 South Ashland Avenue At Harrison Street,Chicago Marriott at Medical District/UIC,"My husband and I traveled to Chicago to see a Blackhawks game. We chose this hotel because it was close to the Airport (Midway) the United Center. The staff was very friendly, the rooms were clean comfortable. One of the great perks, the hotel offered a shuttle so we did not have to pay for taxi/uber.Thank you so much for your feedback! We are glad you enjoyed your stay and our shuttle. We are looking ",5,positive,positive,positive
1793,Chicago Marriott at Medical District/UIC,US,Chicago,625 South Ashland Avenue At Harrison Street,Chicago Marriott at Medical District/UIC,"For those who require wheelchair accessible rooms, you will find this Marriott a very good option. The bathroom size was excellent but the room was somewhat hard to manoeuvre as the furniture is quite bulky and did not provide much room for turnaround.Also, this Marriott has a wheelchair accessible van (brand new) and will drive visitors within a 1-mile radius which includes UIC, Rush, John Stroger (Co",4,positive,positive,neutral
1794,Chicago Marriott at Medical District/UIC,US,Chicago,625 South Ashland Avenue At Harrison Street,Chicago Marriott at Medical District/UIC,"Stayed for three nights with the UIC rate (169/night).The good:+ Comfortable, clean, spacious room+ Conveniently located to UIC and 5 minutes from Taylor street (lots of restaurant options)+ Friendly staff+ Reasonable fitness room - 6 pieces of cardio equipment and free weights with one bench+ Reasonably priced restaurant with good selection of options (for a hotel)The bad:+ Internet was wireless only ",3,neutral,negative,neutral
1795,Lasso Motel,US,Tulia,125 S Highway 87,Lasso Motel,"There is absolutely nothing in this town. We needed a bed to sleep in for the week and pet friendly at that, convenient to my hubby's job site. This place was just that. It was verrrry affordable, verrry clean, and close to all the little nothings in town. The owners are very nice and welcoming. Would def. recommend.",4,positive,positive,positive
1796,Americas Best Value Inn Macon,US,Macon,4546 Hartley Bridge Rd,Americas Best Value Inn Macon,"Did my reservation through Orbitz so it was about 30 a night. Met three different staff members, and they were all very nice. The room was clean, spacey and fully stocked with towels and toiletries. If you are doing sightseeing in Macon, the hotel is only about 10 min away from downtown.",3,neutral,positive,positive
1797,Americas Best Value Inn Macon,US,Macon,4546 Hartley Bridge Rd,Americas Best Value Inn Macon,For a place just to sleep it may be ok. But there was mold in the bathroom. It is very close to the highway but very ran down part of town. There are signs that encourage customers to lock and chain their doors but there were no chains in the two rooms we were in. Breakfast is cereal and muffins.... More,1,negative,neutral,neutral
1798,Spartan Inn,US,Panama City,8614 Surf Dr,Spartan Inn,"I don't know where the previous reviewer stayed, but they most definitely did not stay at the Spartan Inn. This place is immaculate. In fact, I don't think I've ever stayed at another hotel anywhere as clean as this place! We booked our room based solely on all the positive reviews and weren't disappointed. It's a very short walk to... More",5,positive,positive,positive
1799,Spartan Inn,US,Panama City,8614 Surf Dr,Spartan Inn,"Had a blast , it's do laid back and family friendly. Will try to go back here before I call any other place. They are picky as far as renting to teenagers and young adults. No parting , midnight cut off on any outside activities. 100' from the beach and 50 to 75 cheaper then the places around it. It's... More",5,positive,positive,neutral
1800,Spartan Inn,US,Panama City,8614 Surf Dr,Spartan Inn,We took our 4 month old granddaughter down for her first beach visit and loved it . The rooms were awesome and so clean . You know the old saying you get what you pay for well in this case you get way more then you pay for. The owners are so nice . We will be back !!!!,5,positive,positive,positive
1801,Pelican Post Motel,US,Bradenton Beach,202 1st St N,Pelican Post Motel,Great little place to stay but could use some updates on beds and inventory should be taken of what each room should contain....some have more than others. The location is perfect and the place is kept clean.,4,positive,positive,positive
1802,Pelican Post Motel,US,Bradenton Beach,202 1st St N,Pelican Post Motel,"Pelican Post had no one on duty when we arrived a tad after 6 p.m. on the date we'd reserved. There was a note allowing us to access our room. The room included a small room for watching T.V./cooking and, beyond, a nice large bed. The colors were warm and pleasant, the kitchen, clean and stocked w/ dishware. This was... More",3,neutral,positive,positive
1803,Daytona Shores Inn & Suites,US,Daytona Beach,3221 S Atlantic Ave,Daytona Shores Inn & Suites,"Stayed here for biketoberfest 2015 and this was a perfect location for that. Close to Main Street and more importantly, right on the beach. This is a small family run motel and like most places in Daytona, the facilities are dated. The owners are very friendly and caring. The beds are good, the bathroom shower clean and the a/c cold.... More",3,neutral,positive,positive
1804,Daytona Shores Inn & Suites,US,Daytona Beach,3221 S Atlantic Ave,Daytona Shores Inn & Suites,This place needs to be reported to the health department. The check in process was awkward. There are 3 buildings one of which I think people actually live in full time. The smell of mold and mildew is I fathomable We left and ended up going all the way back home.,1,negative,negative,negative
1805,Daytona Shores Inn & Suites,US,Daytona Beach,3221 S Atlantic Ave,Daytona Shores Inn & Suites,I booked a 7 night adventure for my family thru Expedia but I had to change plans cause our dates were conflicting. I had cancel current reservation on March 21. In the info for the booking it stated no charges will be made if cancelled before April 21. I have been waiting now 10 days and no refund for deposit... More,1,negative,negative,negative
1806,Best Western Plus Cutting Horse Inn Suites,US,Weatherford,210 Alford Drive,Best Western Plus Cutting Horse Inn Suites,My husband and I have been finding different places to stay in Weatherford and this hotel is our favorite. The rooms and spacious and clean. The hotel has a large buffet in the morning and an indoor pool.,5,positive,positive,positive
1807,Horton Grand Hotel,US,San Diego,311 Island Ave,Horton Grand Hotel,"Stayed here recently to celebrate my anniversary. The location is good, all the restaurants and bars are within walking distance. The hotel itself was nice but me and my boyfriend felt a little out of place. We are 25 and were definitely some of the youngest people there. I chose this hotel because there was a balcony option and the view was nice. Valet could use some work, seems like they are understa",3,neutral,positive,positive
1808,Horton Grand Hotel,US,San Diego,311 Island Ave,Horton Grand Hotel,"I stayed here for 2 nights before a conference in San Diego while I explored the city on my own. Location is perfection, right in the heart of the Gaslamp district. I got a phenomenal deal on hotels.com, otherwise this would have likely been out of my price range. It was extremely clean, a decent sized room and great location, for a great sale price, what more can you ask for",5,positive,positive,positive
1809,Horton Grand Hotel,US,San Diego,311 Island Ave,Horton Grand Hotel,"I stayed at this hotel while in town for a conference. The main conference hotel was fully booked so I used Trip Advisor to look for an alternative, and found the Horton Grand. I wanted something interesting and authentic rather than international-hotel-chain-plastic, and the Horton Grand really delivered. Yes, it's shabby in places and some of the wooden furniture and fitments are chipped and knocked ",5,positive,positive,positive
1810,Horton Grand Hotel,US,San Diego,311 Island Ave,Horton Grand Hotel,"Great staff.. the front desk, bell service, bar tenders and housekeeping all had a little play in our stay. All performed 100. Great room over the courtyard.. a little noisy on Friday night, but that is to be expected. Clean room, extra towels, great directions from the front desk, they were short some people so the front desk guys brought and took our luggage. Talk about location... walk to Petco Park",5,positive,positive,positive
1811,El Rancho Motel,US,Coronado,370 Orange Ave,El Rancho Motel,"I booked a room here as part of a road trip for 1 day. It was an extremely cute little place. Nice people, clean rooms, and comfy. Coronado is a quiet and beautiful town and this little bungalow was exactly as I expected.",5,positive,positive,positive
1812,Disneyland Hotel,US,Anaheim,1150 West Magic Way,Disneyland Hotel,"stayed here with the kids, was pricey but worth it, they loved it. The headboards on the beds even lit up like fireworks. Only issue was construction noise outside at Downtown Disney prevented afternoon naps.",4,positive,positive,positive
1813,Disneyland Hotel,US,Anaheim,1150 West Magic Way,Disneyland Hotel,"Disney has recently remodeled the Disneyland Hotel and it is great! The rooms are large, clean and have many great details classic for Disney. The hotel is steps away from Downtown Disney and the Monorail.",4,positive,positive,positive
1814,Disneyland Hotel,US,Anaheim,1150 West Magic Way,Disneyland Hotel,We had a good time during our stay. You can have an hour exclusive-to-hotel-guests entrance prior to park opening hours to the Disneyland and California adventure if you stay here. The parks are walking distance from the hotel so time-saving too.,4,positive,positive,positive
1815,Lemon Tree Motel,US,Pomona,1700 Gillette Rd,Lemon Tree Motel,So this place is filthy and gross......not to mention the needle that was found in my room....when management was informed they said they would remove it.....I asked for my money back and was denied anything...I told them I have pictures and video of this needle that I will post online...they said go ahead and call the police while I was... More,1,negative,negative,negative
1816,Best Western I-5 Inn & Suites,US,Lodi,6411 W Banner Rd,Best Western I-5 Inn & Suites,"Stay at the Lodi Best Western in California was very good. The lady at check in, Maria was outstanding and very helpful - Breakfast was also good - The room was good, and the bed also , Internet was good and fast",5,positive,positive,positive
1817,The Orchard Garden Hotel,US,San Francisco,466 Bush St,The Orchard Garden Hotel,"We stayed in a standard king room which was more than adequate for our needs. Very spacious, great bed and bathroom. The location was great, very central to many attractions. The staff went above and beyond to ensure we had a pleasant stay. I would definitely recommend to stay at the Orchard Garden.",5,positive,positive,positive
1818,The Orchard Garden Hotel,US,San Francisco,466 Bush St,The Orchard Garden Hotel,"My wife and I spent lots of time searching for hotels in San Francisco - we were travelling to the city for our 10th wedding anniversay, so we wanted something special. We were really worried by some of the reviews of other hotels (too noisy, poor location, bad smells, poor service, etc.). By chance, we happened upon a review of the Orchard Garden Hotel. It looked good via the website and our initial c",5,positive,positive,neutral
1819,The Orchard Garden Hotel,US,San Francisco,466 Bush St,The Orchard Garden Hotel,"This is by far the best hotel in the USA we ever stayed in. Who cares the view on some backyard from the window. Not one sound from the busy Bush Street can be heard. The rooms on front should be sound proof according the hotel staff. The breakfast is basic and rather expensive. Cold hard boiled eggs, bread, coffee or tea and juices from the bottle and of course some cereals. For additionals high price",5,positive,positive,positive
1820,The Orchard Garden Hotel,US,San Francisco,466 Bush St,The Orchard Garden Hotel,"This hotel is really great, the location is near to everything: Union Sqare shopping, Cablecar, Financial district and Downtown, etc...Hotel itself is clean and nice and not noisy at all (in comparison to other hotels). We enjoyed our week long stay and would definitely return here the next time around!BTW: go and check the terrace with a great view that let's you relax for a bit during the content-pac",5,positive,positive,positive
1821,The Orchard Garden Hotel,US,San Francisco,466 Bush St,The Orchard Garden Hotel,"Great location in the city next to the Dragon Gate of Chinatown. Nicely sized rooms with comfy beds and lots of pillows. The staff were all friendly and helpful, with an extra shout out to Anthony and Andrew!I'll be sure to pass along your compliments to Anthony and Andrew -- I'm sure they'll really appreciate that! ",5,positive,positive,positive
1822,The Orchard Garden Hotel,US,San Francisco,466 Bush St,The Orchard Garden Hotel,If you want a luxurious sleep - outstanding service and a reasonable - well for San Francisco - downright bargain - price -- The Orchard Garden Inn is hard to beat -- beautiful all green hotel -- outstanding 5 star hotel like service -- right at the gate of Chinatown - easy walking distance to virtually everywhere on the bay bridge side of the city. The rooms are cozy - modern - clean - the beds are am,5,positive,positive,positive
1823,The Orchard Garden Hotel,US,San Francisco,466 Bush St,The Orchard Garden Hotel,"Location is great, right on the edge of Chinatown with Union Square and Columbus Avenue both within easy walking distance. We didn't try the food always went out - plenty of restaurants (breakfast cafes) within easy walking distance. Rooms are small but well equipped - the bathroom was as big as the bedroom.",3,neutral,positive,positive
1824,The Orchard Garden Hotel,US,San Francisco,466 Bush St,The Orchard Garden Hotel,"The service was wonderful. Always cheerful and very helpful. This is quite important to me. The hotel is nice, but the tv had a very bad picture. It was an off brand. I'm not usually in the room much, so not hat big of a deal to me. If coffee is important in your room, you may want to bring your own or head out, as it's quite awful. Starbucks is almost across the street :) I also had a very difficult t",4,positive,positive,positive
1825,The Orchard Garden Hotel,US,San Francisco,466 Bush St,The Orchard Garden Hotel,We stayed at this hotel over St. Patrick's day. The experience was fantastic! The staff were polite and helpful. The rooms were exceptionally clean and comfortable. I also liked some of the environmentally friendly features that are built in. The rooftop patio was quite enjoyable. I will definitely stay there again.,5,positive,positive,positive
1826,The Orchard Garden Hotel,US,San Francisco,466 Bush St,The Orchard Garden Hotel,"The room is clean and nice. Service is good too. The hotel is right next to the Chinatown, convenient to get Chinese food, and of course many other foods in downtown. There are convenient stores such as 7-11 nearby.Earning your stamp of approval means more than you know",5,positive,positive,positive
1827,The Orchard Garden Hotel,US,San Francisco,466 Bush St,The Orchard Garden Hotel,"I really enjoyed this little hotel. The staff was great, the place was clean, the location was convenient and best of all, it was quiet. I would recommend this hotel and if planning to visit SF again, would definitely book with them.",5,positive,positive,positive
1828,The Orchard Garden Hotel,US,San Francisco,466 Bush St,The Orchard Garden Hotel,"Check in at this beautiful hotel was effortless, professional and helpful. I asked for two restaurant recommendations and both were winners! We stayed four nights in room 804 which at first glance appeared smaller than expected, but, as it turned out, was just the right size for our two overhead sized suitcases to place on the luggage racks. The room includes a desk with chair, a refrigerator, a small ",5,positive,positive,positive
1829,The Orchard Garden Hotel,US,San Francisco,466 Bush St,The Orchard Garden Hotel,"Very nice hotel, quiet, good service and clean rooms. Yes it is expensive but location is fantastic, service is very good so don t complain , you know price in advance and you are in Center of San Francisco.",4,positive,positive,positive
1830,The Orchard Garden Hotel,US,San Francisco,466 Bush St,The Orchard Garden Hotel,"My husband, and I just visited San Francisco last weekend. We stayed two nights at The Orchard Garden Hotel, and we were very pleased with our stay. The hotel was clean, roomy, comphy beds, and the staff was very friendly, and very helpful directing us to different locations. I would definitely stay here again!!!",5,positive,positive,positive
1831,The Orchard Garden Hotel,US,San Francisco,466 Bush St,The Orchard Garden Hotel,"I thought this was an above average hotel in a fantastic location.Room: Modern, clean, very comfortable and quiet rooms. They are slightly small but this is typical for hotels I have stayed in in SF. The discreet in-room recycling bins were a nice touch.Hotel Facilities: Not much. There is a very small fitness room and 'business centre'. We didn't use the restaurant - there are excellent dinning option",4,positive,positive,positive
1832,The Orchard Garden Hotel,US,San Francisco,466 Bush St,The Orchard Garden Hotel,"Right on the doorstep of Chinatown, good walk to the wharf area. Very easy to stop outside and drop bags off. We got rid of our car otherwise parking is 55 per night so beware if you are driving here. All staff were brilliant, room was clean and ready to go. Fitness room just about served its purpose, but only 3 machines, could be a problem at rush hour",4,positive,positive,positive
1833,The Orchard Garden Hotel,US,San Francisco,466 Bush St,The Orchard Garden Hotel,Only small glitch was the breakfast in hotel. Ordered egg which was warm not hotel. Going back there soon so will eat at cafe next door! Hotel quiet and clean. Staff extremely pleasant and helpful. wifi in room great,4,positive,positive,positive
1834,The Orchard Garden Hotel,US,San Francisco,466 Bush St,The Orchard Garden Hotel,"First time staying at this hotel, last minute booking. Usually stay at the Parc 55 Hotel or the Westin, this boutique hotel is hands down a much better experience from the friendly staff and easy check in to the comfy bed and nice clean and spacious room. Great location next to the gateway into China Town yet still fairly quiet even on the 3rd floor.",5,positive,positive,positive
1835,The Orchard Garden Hotel,US,San Francisco,466 Bush St,The Orchard Garden Hotel,"It's not the swankiest hotel in San Francisco but it's in a good location and reasonably priced in the area (compared to other 400+/night). It's right down the street from Chinatown gate so you can easily grab some dim sum for brunch, close to cable car line that takes you to Fisherman Wharf, and close to Union Square shopping. Service was great- I arrived much earlier than normal check-in 11am fortuna",5,positive,positive,positive
1836,The Orchard Garden Hotel,US,San Francisco,466 Bush St,The Orchard Garden Hotel,"My husband and I go to San Francisco frequently to visit our son. This was the first time that we stayed at the Orchard Garden. The room was nice, the friendliness and service was even better. We always enjoy a walk through China Town which made to location of the hotel very convenient for us.",4,positive,positive,positive
1837,The Orchard Garden Hotel,US,San Francisco,466 Bush St,The Orchard Garden Hotel,"What a great boutique hotel, just outside the entrance to ChinaTown. Just can't beat the location, which is walking distance to everything. Really nice rooms and service. No realy separate bar area, and I didn't eat there. But, you can walk everywhere from here, so no matter. Recommend the rooms and location.Thank you for the great review. I am so pleased to read that you stay was a good one. I could n",5,positive,positive,positive
1838,The Orchard Garden Hotel,US,San Francisco,466 Bush St,The Orchard Garden Hotel,"Steps away from the Dragon Gate entrance into Chinatown, this modern, environmentally friendly hotel was a great place to stay. The staff at the front desk, the bellman, and the waitstaff were helpful, friendly, and courteous. The rooms were very quiet on the ninth floor. Bedding was comfortable and shower facilities acceptable. Requests were prompt. Breakfast downstairs seemed pricey until you realize",5,positive,positive,positive
1839,The Orchard Garden Hotel,US,San Francisco,466 Bush St,The Orchard Garden Hotel,Stayed here for business so unsure what the normal rate is but this was pretty cheap compared to others so it was a good value. Room was clean and bed was comfortable. Bathroom is average with average shower. I liked the slippers and robe. Lobby is small and service was fine. My main complaint is the fitness center is very small with only three cardio machines and know weights. They offer passes at ano,3,neutral,neutral,neutral
1840,The Orchard Garden Hotel,US,San Francisco,466 Bush St,The Orchard Garden Hotel,Very friendly and knowledgeable staff. Place has a very nice vibe with many different kinds of guests. We have stayed here for years. Easy walk down to ferry building and bay. We now have young relatives living nearby.,5,positive,positive,positive
1841,The Orchard Garden Hotel,US,San Francisco,466 Bush St,The Orchard Garden Hotel,"What a great surprise. Had to book a hotel at the last (LAST) minute and selected Orchard. The hotel is fantastic. Very clean and modern with well appointed rooms. The bed was incredibly comfortable and the rooms and bathroom had plenty of space and I never felt crowded.Most of all, the doorman and staff were the friendliest I ever encountered. I stayed three nights and the staff was fantastic every ni",5,positive,positive,positive
1842,The Orchard Garden Hotel,US,San Francisco,466 Bush St,The Orchard Garden Hotel,"Clean, comfortable beds, nice enough bathroom. Will stay here again next time. Good restaurants nearby. A bar accross the street. Chipottle one block away. EO restaurant two blocks away. Chinatown around the corner. 2 Starbucks one block away. Rent-a-car 7 blocks away. Walking distance to cool places like the Apple store, Market street, etc. This was my first time in San Francisco.",5,positive,positive,positive
1843,The Orchard Garden Hotel,US,San Francisco,466 Bush St,The Orchard Garden Hotel,"The staff at the Orchard Garden Hotel is very interested in getting to know their guests. Finding out where they have traveled and why they are visiting San Francisco. The staff does make a lot of suggestions for sites and things to do, all very welcomed. I did wish the hotel provided free bottle water in the room. Breakfast was reasonably priced for being in a big city, the staff is very attentive.",5,positive,positive,positive
